"100bp_paired" "50bp_paired" "100bp_single" "50bp_single"
"5296" "BnaC06g24670D" "BnaA09g03630D" "BnaA01g18670D" "BnaAnng41330D"
"5297" "BnaC04g18710D" "BnaC02g23980D" "BnaA06g11670D" "BnaA07g09750D"
"5298" "BnaA05g26870D" "BnaC03g63890D" "BnaA09g40350D" "BnaC04g11630D"
"5299" "BnaA09g04070D" "BnaC07g33950D" "BnaAnng12710D" "BnaA03g37140D"
"5300" "BnaA03g05250D" "BnaC05g03960D" "BnaA05g07590D" "BnaC06g30340D"
"5301" "BnaA07g31280D" "BnaC09g25560D" "BnaCnng21100D" "BnaA02g18520D"
"5302" "BnaA06g11240D" "BnaCnng13380D" "BnaA10g26190D" "BnaCnng41630D"
"5303" "BnaC03g38070D" "BnaA06g22680D" "BnaC09g39500D" "BnaC02g03370D"
"5304" "BnaC01g07400D" "BnaA02g17930D" "BnaAnng00690D" "BnaA07g39220D"
"5305" "BnaC03g30000D" "BnaA06g10990D" "BnaA02g07630D" "BnaA04g20050D"
"5306" "BnaA08g09790D" "BnaA05g07030D" "BnaA01g12820D" "BnaA01g33280D"
"5307" "BnaC09g02270D" "BnaA03g27920D" "BnaA05g26930D" "BnaA09g10560D"
"5308" "BnaA08g08220D" "BnaC09g01550D" "BnaA04g04880D" "BnaC07g24530D"
"5309" "BnaA09g08720D" "BnaC09g49800D" "BnaA03g02350D" "BnaA09g17110D"
"5310" "BnaCnng05470D" "BnaA09g50970D" "BnaA09g50870D" "BnaA08g08460D"
"5311" "BnaAnng41580D" "BnaC09g43860D" "BnaA10g25980D" "BnaA08g00400D"
"5312" "BnaAnng06110D" "BnaC04g14550D" "BnaA10g06370D" "BnaC01g06800D"
"5313" "BnaA09g49520D" "BnaAnng01830D" "BnaA03g03960D" "BnaA09g14680D"
"5314" "BnaC01g01050D" "BnaC06g19640D" "BnaA04g22380D" "BnaA08g12980D"
"5315" "BnaC02g23790D" "BnaA09g10840D" "BnaC06g43750D" "BnaA05g26470D"
"5316" "BnaC03g55650D" "BnaC08g43300D" "BnaAnng26810D" "BnaA06g04170D"
"5317" "BnaAnng32550D" "BnaA02g13810D" "BnaA04g13190D" "BnaA03g36570D"
"5318" "BnaA01g31470D" "BnaA06g28090D" "BnaA07g29810D" "BnaCnng02640D"
"5319" "BnaA09g31260D" "BnaA03g22800D" "BnaA06g02530D" "BnaA09g52010D"
"5320" "BnaA10g11220D" "BnaA07g15180D" "BnaA07g15180D" "BnaC07g40210D"
"5321" "BnaA01g13090D" "BnaA07g35110D" "BnaCnng60500D" "BnaA03g22180D"
"5322" "BnaC07g30250D" "BnaC03g04230D" "BnaC01g10870D" "BnaC09g43060D"
"5323" "BnaC02g25990D" "BnaC01g12810D" "BnaA03g06350D" "BnaA09g48850D"
"5324" "BnaA03g25850D" "BnaA10g24820D" "BnaAnng36550D" "BnaAnng15340D"
"5325" "BnaC06g29950D" "BnaA09g12570D" "BnaC07g34200D" "BnaA05g04940D"
"5326" "BnaA05g26510D" "BnaC04g08460D" "BnaA08g10720D" "BnaA03g03490D"
"5327" "BnaA02g00690D" "BnaA09g42290D" "BnaA08g12140D" "BnaC02g17710D"
"5328" "BnaA10g13680D" "BnaC08g29890D" "BnaA07g00860D" "BnaA09g07540D"
"5329" "BnaA06g13360D" "BnaA09g03140D" "BnaC03g12410D" "BnaC06g23510D"
"5330" "BnaC03g66720D" "BnaA09g56750D" "BnaC07g42900D" "BnaA04g03970D"
"5331" "BnaCnng62740D" "BnaC03g12010D" "BnaCnng35870D" "BnaA01g15710D"
"5332" "BnaA03g55550D" "BnaA10g26840D" "BnaC07g47800D" "BnaA10g26550D"
"5333" "BnaA10g11940D" "BnaA02g16850D" "BnaA03g43590D" "BnaA06g02880D"
"5334" "BnaA10g05630D" "BnaC02g31910D" "BnaC07g02620D" "BnaA06g10000D"
"5335" "BnaC07g26850D" "BnaA07g09930D" "BnaA07g08290D" "BnaC03g02580D"
"5336" "BnaC06g00070D" "BnaC04g10910D" "BnaA05g17340D" "BnaA02g12020D"
"5337" "BnaC08g35110D" "BnaC08g26020D" "BnaC09g50520D" "BnaA03g40950D"
"5338" "BnaC08g02660D" "BnaA05g17340D" "BnaA05g30310D" "BnaC04g08800D"
"5339" "BnaC06g00470D" "BnaA09g42080D" "BnaA03g15580D" "BnaC05g20660D"
"5340" "BnaC03g62640D" "BnaC09g00710D" "BnaA10g16320D" "BnaAnng03290D"
"5341" "BnaA02g01720D" "BnaA04g23570D" "BnaA03g19220D" "BnaC04g48430D"
"5342" "BnaC06g23620D" "BnaC09g38550D" "BnaA03g25540D" "BnaA09g04260D"
"5343" "BnaA04g09400D" "BnaA03g11080D" "BnaA05g31270D" "BnaC03g34270D"
"5344" "BnaA10g11190D" "BnaC05g21430D" "BnaA01g20660D" "BnaC06g39690D"
"5345" "BnaC01g08330D" "BnaAnng41240D" "BnaA09g38290D" "BnaA06g10040D"
"5346" "BnaA03g04370D" "BnaA06g02530D" "BnaC03g58110D" "BnaA06g27440D"
"5347" "BnaA07g34850D" "BnaC02g42090D" "BnaA07g14930D" "BnaA07g08290D"
"5348" "BnaA03g14700D" "BnaC03g02070D" "BnaAnng19360D" "BnaA04g17840D"
"5349" "BnaA04g10330D" "BnaA07g29050D" "BnaA01g28100D" "BnaC06g38020D"
"5350" "BnaC03g13250D" "BnaA04g10540D" "BnaC02g10630D" "BnaC04g08460D"
"5351" "BnaA10g12730D" "BnaC03g25380D" "BnaA07g28300D" "BnaC03g67480D"
"5352" "BnaC06g24740D" "BnaC02g48770D" "BnaC02g34740D" "BnaA03g20850D"
"5353" "BnaA05g14600D" "BnaC06g00470D" "BnaC03g62300D" "BnaCnng32880D"
"5354" "BnaA05g20020D" "BnaCnng20030D" "BnaA08g05100D" "BnaC08g36970D"
"5355" "BnaA09g47530D" "BnaA04g09200D" "BnaA09g50170D" "BnaC03g26720D"
"5356" "BnaC03g32420D" "BnaC02g45210D" "BnaC03g57670D" "BnaCnng07500D"
"5357" "BnaA02g01790D" "BnaC03g30000D" "BnaA01g10970D" "BnaA09g00700D"
"5358" "BnaA02g34200D" "BnaC01g06290D" "BnaA01g05430D" "BnaC03g64940D"
"5359" "BnaAnng00490D" "BnaC03g15540D" "BnaA05g31040D" "BnaA03g15540D"
"5360" "BnaAnng01300D" "BnaA06g24790D" "BnaA09g04580D" "BnaA09g10280D"
"5361" "BnaCnng71800D" "BnaA09g49780D" "BnaA05g13040D" "BnaAnng22350D"
"5362" "BnaA01g20790D" "BnaC04g52860D" "BnaA09g10180D" "BnaA09g53410D"
"5363" "BnaA10g26190D" "BnaC01g03860D" "BnaA06g11630D" "BnaA09g50590D"
"5364" "BnaA01g28260D" "BnaC04g03590D" "BnaA01g14120D" "BnaC07g31350D"
"5365" "BnaC05g06070D" "BnaA09g41590D" "BnaC04g40170D" "BnaC03g09000D"
"5366" "BnaC06g33280D" "BnaA05g09830D" "BnaC03g11630D" "BnaC06g01430D"
"5367" "BnaA03g26870D" "BnaCnng21010D" "BnaA05g09790D" "BnaA01g33710D"
"5368" "BnaA07g28860D" "BnaC06g21580D" "BnaC03g07500D" "BnaC04g53800D"
"5369" "BnaC03g09380D" "BnaA01g31030D" "BnaA07g32280D" "BnaC04g46040D"
"5370" "BnaCnng75080D" "BnaC09g48590D" "BnaA03g55540D" "BnaC02g13310D"
"5371" "BnaA04g27710D" "BnaA06g38910D" "BnaAnng14000D" "BnaA09g40880D"
"5372" "BnaC02g16290D" "BnaC07g27270D" "BnaA09g31880D" "BnaC06g06760D"
"5373" "BnaAnng17550D" "BnaCnng05980D" "BnaC04g43890D" "BnaAnng15100D"
"5374" "BnaA03g55760D" "BnaCnng62740D" "BnaC06g37750D" "BnaA03g47590D"
"5375" "BnaAnng29190D" "BnaA06g37650D" "BnaA04g17840D" "BnaA05g12020D"
"5376" "BnaA09g16970D" "BnaC03g41840D" "BnaC09g42740D" "BnaC03g49950D"
"5377" "BnaC02g42520D" "BnaAnng36750D" "BnaC02g25850D" "BnaA06g10990D"
"5378" "BnaC01g06290D" "BnaA08g28090D" "BnaA09g45180D" "BnaA03g01770D"
"5379" "BnaA09g17590D" "BnaC08g15100D" "BnaC09g15360D" "BnaC06g12180D"
"5380" "BnaC02g43170D" "BnaA06g32030D" "BnaA06g34860D" "BnaC03g57670D"
"5381" "BnaC03g06210D" "BnaA02g00670D" "BnaC06g00070D" "BnaA03g05440D"
"5382" "BnaA03g35990D" "BnaC06g39790D" "BnaUnng00090D" "BnaC08g00710D"
"5383" "BnaC03g19500D" "BnaA06g23130D" "BnaC01g39890D" "BnaAnng01000D"
"5384" "BnaA06g04580D" "BnaC04g40980D" "BnaC08g05620D" "BnaA03g20260D"
"5385" "BnaAnng13240D" "BnaA03g38940D" "BnaAnng01040D" "BnaA03g29440D"
"5386" "BnaA07g18730D" "BnaC03g11230D" "BnaC05g21430D" "BnaA01g19660D"
"5387" "BnaC06g10290D" "BnaAnng00250D" "BnaA04g03970D" "BnaA07g35550D"
"5388" "BnaA01g31730D" "BnaA07g24330D" "BnaC08g41860D" "BnaC06g19150D"
"5389" "BnaA04g27800D" "BnaA09g01510D" "BnaA07g38230D" "BnaA10g26380D"
"5390" "BnaA02g32630D" "BnaC08g05470D" "BnaC02g42090D" "BnaA05g33630D"
"5391" "BnaA02g00920D" "BnaA07g15060D" "BnaCnng60610D" "BnaA10g17050D"
"5392" "BnaA03g02350D" "BnaA06g16250D" "BnaC09g00800D" "BnaA08g11640D"
"5393" "BnaCnng62770D" "BnaA10g05630D" "BnaA02g17710D" "BnaA03g10560D"
"5394" "BnaC05g46210D" "BnaA06g18510D" "BnaC02g03260D" "BnaA09g06920D"
"5395" "BnaA07g16660D" "BnaC08g31030D" "BnaAnng33120D" "BnaA08g27720D"
"5396" "BnaA06g39570D" "BnaA03g22570D" "BnaC09g07480D" "BnaC03g02090D"
"5397" "BnaA02g01640D" "BnaA06g28160D" "BnaC04g08460D" "BnaC07g33310D"
"5398" "BnaC03g07810D" "BnaA10g26620D" "BnaA02g11820D" "BnaC03g12280D"
"5399" "BnaC05g10770D" "BnaC01g43200D" "BnaC07g25230D" "BnaA05g03280D"
"5400" "BnaC04g55870D" "BnaC06g40160D" "BnaA08g15450D" "BnaA02g03510D"
"5401" "BnaC08g46380D" "BnaAnng15700D" "BnaA09g50970D" "BnaA07g17330D"
"5402" "BnaA01g30480D" "BnaC08g36920D" "BnaC01g44980D" "BnaA10g24990D"
"5403" "BnaC03g34270D" "BnaC03g37350D" "BnaA04g27710D" "BnaAnng41580D"
"5404" "BnaCnng05580D" "BnaC06g05650D" "BnaC03g37350D" "BnaA07g22270D"
"5405" "BnaA03g54940D" "BnaC06g29160D" "BnaC09g02570D" "BnaA02g37060D"
"5406" "BnaC07g25730D" "BnaAnng41540D" "BnaC03g01820D" "BnaAnng02570D"
"5407" "BnaC08g31030D" "BnaA08g12390D" "BnaC03g30000D" "BnaAnng24430D"
"5408" "BnaA05g35560D" "BnaC05g49100D" "BnaC04g28060D" "BnaCnng48830D"
"5409" "BnaC02g42570D" "BnaA05g33260D" "BnaUnng01080D" "BnaC07g23300D"
"5410" "BnaC03g39590D" "BnaC05g08880D" "BnaA08g13090D" "BnaC03g30140D"
"5411" "BnaA01g28190D" "BnaC02g17550D" "BnaA08g20730D" "BnaA06g22480D"
"5412" "BnaA05g06870D" "BnaC08g45870D" "BnaC07g23190D" "BnaC08g46250D"
"5413" "BnaA02g33520D" "BnaC03g57670D" "BnaC06g26190D" "BnaC03g02770D"
"5414" "BnaA03g22680D" "BnaC09g21790D" "BnaC02g45740D" "BnaA09g36660D"
"5415" "BnaA04g11310D" "BnaA06g08320D" "BnaC02g42610D" "BnaA10g13260D"
"5416" "BnaC04g04370D" "BnaA04g17650D" "BnaC07g26850D" "BnaC03g16330D"
"5417" "BnaC06g06760D" "BnaA08g04950D" "BnaC05g45900D" "BnaA07g07970D"
"5418" "BnaC04g02370D" "BnaA06g13270D" "BnaA07g25770D" "BnaC07g21740D"
"5419" "BnaA03g42560D" "BnaA10g11220D" "BnaC09g50060D" "BnaA02g01640D"
"5420" "BnaA09g50970D" "BnaA06g13540D" "BnaA08g00470D" "BnaA08g31700D"
"5421" "BnaC08g25060D" "BnaC01g41550D" "BnaC04g53020D" "BnaA02g04730D"
"5422" "BnaA10g01590D" "BnaA07g08030D" "BnaA02g33940D" "BnaA02g17710D"
"5423" "BnaA01g14150D" "BnaC09g50630D" "BnaA09g41590D" "BnaC02g34490D"
"5424" "BnaA01g18280D" "BnaCnng39530D" "BnaC04g10910D" "BnaCnng75520D"
"5425" "BnaC02g02030D" "BnaA07g09280D" "BnaA03g44070D" "BnaC09g26560D"
"5426" "BnaA01g05320D" "BnaC03g28850D" "BnaAnng06460D" "BnaC07g25230D"
"5427" "BnaC03g06790D" "BnaC09g00480D" "BnaCnng48890D" "BnaA03g56250D"
"5428" "BnaC02g45010D" "BnaA10g23980D" "BnaA10g26820D" "BnaC07g00880D"
"5429" "BnaC07g24530D" "BnaA10g26990D" "BnaA08g12190D" "BnaA05g09090D"
"5430" "BnaC09g02230D" "BnaA04g05490D" "BnaCnng24260D" "BnaA05g37460D"
"5431" "BnaC09g37950D" "BnaA09g48870D" "BnaA03g52430D" "BnaA09g47570D"
"5432" "BnaC03g68000D" "BnaC08g39420D" "BnaA06g11220D" "BnaA10g20850D"
"5433" "BnaA07g08290D" "BnaA03g21140D" "BnaC03g78330D" "BnaC01g43810D"
"5434" "BnaA07g09280D" "BnaA09g16820D" "BnaC04g07290D" "BnaA07g31880D"
"5435" "BnaA10g11670D" "BnaC04g50120D" "BnaA05g37460D" "BnaC05g48580D"
"5436" "BnaA06g26870D" "BnaA02g25230D" "BnaC06g15210D" "BnaA09g02820D"
"5437" "BnaA03g25580D" "BnaC09g15140D" "BnaA10g26380D" "BnaA09g29450D"
"5438" "BnaC07g26180D" "BnaA01g03730D" "BnaAnng14770D" "BnaC01g17030D"
"5439" "BnaC09g46170D" "BnaA03g52430D" "BnaC06g39640D" "BnaA09g56750D"
"5440" "BnaA03g38290D" "BnaAnng00660D" "BnaAnng36750D" "BnaC01g04030D"
"5441" "BnaA06g25000D" "BnaA02g00520D" "BnaA09g36660D" "BnaA06g20080D"
"5442" "BnaA06g22260D" "BnaCnng72810D" "BnaC08g26210D" "BnaA09g56180D"
"5443" "BnaA05g30610D" "BnaC03g75710D" "BnaA09g14480D" "BnaC01g18220D"
"5444" "BnaA06g10040D" "BnaC03g23890D" "BnaCnng65020D" "BnaA02g11710D"
"5445" "BnaA10g13270D" "BnaCnng42570D" "BnaA01g04670D" "BnaC03g65720D"
"5446" "BnaC04g34440D" "BnaC07g13260D" "BnaA07g33610D" "BnaA06g22800D"
"5447" "BnaAnng13960D" "BnaA02g08520D" "BnaA09g16950D" "BnaA03g58830D"
"5448" "BnaA01g31210D" "BnaCnng30960D" "BnaC09g15140D" "BnaA03g05170D"
"5449" "BnaA07g18600D" "BnaA07g32330D" "BnaC04g50120D" "BnaA08g13720D"
"5450" "BnaA09g03180D" "BnaAnng22350D" "BnaA03g36050D" "BnaC03g35490D"
"5451" "BnaC09g25870D" "BnaA09g30590D" "BnaC02g06290D" "BnaC09g35800D"
"5452" "BnaA05g35130D" "BnaC09g04430D" "BnaCnng02640D" "BnaC08g26020D"
"5453" "BnaAnng18730D" "BnaC06g29950D" "BnaA01g01010D" "BnaA03g40460D"
"5454" "BnaCnng31330D" "BnaC03g43540D" "BnaC07g22250D" "BnaCnng66720D"
"5455" "BnaA05g34100D" "BnaC05g04450D" "BnaAnng21960D" "BnaA02g18220D"
"5456" "BnaA05g33360D" "BnaA07g16680D" "BnaC07g33110D" "BnaC03g37650D"
"5457" "BnaUnng00750D" "BnaA07g33750D" "BnaCnng53480D" "BnaA09g17680D"
"5458" "BnaC02g23150D" "BnaA07g29680D" "BnaAnng06140D" "BnaA07g08810D"
"5459" "BnaC08g26020D" "BnaC07g04080D" "BnaA06g38910D" "BnaA02g11840D"
"5460" "BnaAnng01630D" "BnaA08g16040D" "BnaA09g46480D" "BnaAnng13830D"
"5461" "BnaA02g13100D" "BnaC03g68020D" "BnaA02g00670D" "BnaA04g02170D"
"5462" "BnaA06g19860D" "BnaA02g26420D" "BnaA10g04950D" "BnaA02g07530D"
"5463" "BnaA09g14480D" "BnaA06g01650D" "BnaA04g11310D" "BnaA08g00470D"
"5464" "BnaA05g27410D" "BnaC04g52520D" "BnaAnng00790D" "BnaA06g06380D"
"5465" "BnaA09g39940D" "BnaC07g01350D" "BnaC03g03780D" "BnaC07g08370D"
"5466" "BnaUnng00120D" "BnaC06g43750D" "BnaA09g47800D" "BnaA05g09830D"
"5467" "BnaC08g36390D" "BnaA10g21610D" "BnaA01g03790D" "BnaC06g21580D"
"5468" "BnaA09g09520D" "BnaA09g37950D" "BnaC06g20830D" "BnaC01g23250D"
"5469" "BnaCnng28740D" "BnaC01g03520D" "BnaC03g05070D" "BnaA08g07940D"
"5470" "BnaCnng05520D" "BnaC06g34990D" "BnaC01g35250D" "BnaC03g04180D"
"5471" "BnaC04g24790D" "BnaA03g48960D" "BnaC02g41760D" "BnaC06g33100D"
"5472" "BnaC02g04420D" "BnaC08g41390D" "BnaA02g11910D" "BnaC07g09220D"
"5473" "BnaC03g58500D" "BnaC01g06520D" "BnaCnng30960D" "BnaC05g45330D"
"5474" "BnaA01g12270D" "BnaAnng08530D" "BnaA09g56870D" "BnaA03g25710D"
"5475" "BnaCnng41750D" "BnaA04g28020D" "BnaA01g24640D" "BnaA09g15680D"
"5476" "BnaA10g13190D" "BnaAnng11880D" "BnaA07g19450D" "BnaA03g01030D"
"5477" "BnaA07g14350D" "BnaA09g40350D" "BnaC06g27650D" "BnaA07g29430D"
"5478" "BnaA06g13270D" "BnaA04g11310D" "BnaC08g41420D" "BnaC02g39020D"
"5479" "BnaA02g33530D" "BnaCnng60500D" "BnaC07g32300D" "BnaCnng24840D"
"5480" "BnaA09g40350D" "BnaC02g03370D" "BnaA05g33910D" "BnaA07g27660D"
"5481" "BnaA10g00360D" "BnaC08g36850D" "BnaA09g16980D" "BnaA10g26270D"
"5482" "BnaA10g26800D" "BnaA04g04880D" "BnaA05g34850D" "BnaA06g31200D"
"5483" "BnaA03g21990D" "BnaC07g14830D" "BnaA02g01460D" "BnaCnng05580D"
"5484" "BnaC03g25670D" "BnaC03g15530D" "BnaA10g11190D" "BnaA09g08810D"
"5485" "BnaA03g23280D" "BnaAnng00490D" "BnaA03g03110D" "BnaA03g50620D"
"5486" "BnaA05g33630D" "BnaA07g10030D" "BnaA09g38050D" "BnaC04g26340D"
"5487" "BnaC03g64580D" "BnaAnng30860D" "BnaC03g06790D" "BnaCnng25440D"
"5488" "BnaC04g27230D" "BnaA09g41690D" "BnaC02g12100D" "BnaA02g05810D"
"5489" "BnaC02g41690D" "BnaA09g50530D" "BnaC08g27960D" "BnaC08g45420D"
"5490" "BnaAnng12480D" "BnaA06g00700D" "BnaC03g63010D" "BnaA09g07890D"
"5491" NA "BnaA03g32000D" "BnaC03g02920D" "BnaA09g11100D"
"5492" NA "BnaA07g06940D" "BnaC03g19500D" "BnaAnng12080D"
"5493" NA "BnaA08g05840D" "BnaA05g27410D" "BnaA09g00340D"
"5494" NA "BnaC09g09800D" "BnaAnng15700D" "BnaAnng34510D"
"5495" NA "BnaC07g40210D" "BnaA09g46560D" "BnaC04g49400D"
"5496" NA "BnaCnng43140D" "BnaA07g17630D" "BnaA09g34660D"
"5497" NA "BnaA01g29080D" "BnaA06g32300D" "BnaC07g21620D"
"5498" NA "BnaC03g71890D" "BnaAnng00660D" "BnaA06g01690D"
"5499" NA "BnaA05g09090D" "BnaAnng38350D" "BnaA07g27400D"
"5500" NA "BnaC07g11600D" "BnaCnng71850D" "BnaC09g35780D"
"5501" NA "BnaA06g06350D" "BnaA09g50460D" "BnaA01g01840D"
"5502" NA "BnaC02g45440D" "BnaA09g30590D" "BnaA03g29300D"
"5503" NA "BnaA05g34990D" "BnaA07g38430D" "BnaA09g45090D"
"5504" NA "BnaA02g02000D" "BnaCnng54720D" "BnaC04g25640D"
"5505" NA "BnaC07g33110D" "BnaA03g29010D" "BnaC03g11980D"
"5506" NA "BnaC03g06020D" "BnaA03g29290D" "BnaA01g16450D"
"5507" NA "BnaAnng22920D" "BnaA03g17680D" "BnaA08g12330D"
"5508" NA "BnaA07g20060D" "BnaA06g09590D" "BnaCnng49350D"
"5509" NA "BnaC01g12620D" "BnaA07g29680D" "BnaA05g35130D"
"5510" NA "BnaA09g46820D" "BnaC02g07050D" "BnaA08g11680D"
"5511" NA "BnaC09g39380D" "BnaA06g17970D" "BnaA03g25230D"
"5512" NA "BnaC09g38990D" "BnaA06g40720D" "BnaC05g50730D"
"5513" NA "BnaC06g37750D" "BnaC01g12620D" "BnaA06g21390D"
"5514" NA "BnaA03g00450D" "BnaC06g03310D" "BnaA04g18770D"
"5515" NA "BnaCnng51570D" "BnaC07g39350D" "BnaAnng17840D"
"5516" NA "BnaA04g15420D" "BnaC07g35050D" "BnaA05g26970D"
"5517" NA "BnaC04g34290D" "BnaA04g12650D" "BnaC02g02080D"
"5518" NA "BnaA03g55380D" "BnaAnng00780D" "BnaC05g03290D"
"5519" NA "BnaC03g06210D" "BnaA10g26550D" "BnaA01g12270D"
"5520" NA "BnaA04g11970D" "BnaC08g39420D" "BnaC03g02510D"
"5521" NA "BnaC04g28060D" "BnaC01g06290D" "BnaC03g54900D"
"5522" NA "BnaC03g51700D" "BnaA06g34680D" "BnaCnng03540D"
"5523" NA "BnaA06g10080D" "BnaC06g40440D" "BnaC04g15850D"
"5524" NA "BnaA10g23240D" "BnaA09g55230D" "BnaA07g22850D"
"5525" NA "BnaA03g25250D" "BnaC05g34660D" "BnaA10g02130D"
"5526" NA "BnaA01g23710D" "BnaA01g22120D" "BnaC04g40200D"
"5527" NA "BnaC06g26190D" "BnaCnng39230D" "BnaA09g38430D"
"5528" NA "BnaAnng08470D" "BnaC09g04680D" "BnaA03g55700D"
"5529" NA "BnaC03g70440D" "BnaA01g06280D" "BnaA10g16290D"
"5530" NA "BnaC04g32670D" "BnaA05g05590D" "BnaA10g25700D"
"5531" NA "BnaC03g23200D" "BnaA09g03350D" "BnaA01g11290D"
"5532" NA "BnaCnng73190D" "BnaA03g15710D" "BnaA05g12030D"
"5533" NA "BnaA09g42760D" "BnaC08g39970D" "BnaC05g15740D"
"5534" NA "BnaA10g26190D" "BnaA10g21710D" "BnaC05g10430D"
"5535" NA "BnaA02g02580D" "BnaA06g03460D" "BnaA07g15100D"
"5536" NA "BnaC05g02150D" "BnaA05g30610D" "BnaA03g22370D"
"5537" NA "BnaA09g43940D" "BnaA01g31800D" "BnaA09g02220D"
"5538" NA "BnaA09g14580D" "BnaC01g02120D" "BnaA02g09540D"
"5539" NA "BnaC09g35800D" "BnaA03g10640D" "BnaAnng14000D"
"5540" NA "BnaA06g23960D" "BnaA03g52550D" "BnaA09g49440D"
"5541" NA "BnaA03g21810D" "BnaC06g37560D" "BnaCnng62920D"
"5542" NA "BnaC02g45740D" "BnaCnng51570D" "BnaA07g15480D"
"5543" NA "BnaA03g05110D" "BnaA05g26970D" "BnaA06g07350D"
"5544" NA "BnaC06g13650D" "BnaA09g10630D" "BnaA09g03140D"
"5545" NA "BnaA09g14480D" "BnaA06g05550D" "BnaC06g18710D"
"5546" NA "BnaA09g50840D" "BnaA03g29300D" "BnaA03g02130D"
"5547" NA "BnaA02g03420D" "BnaC04g01610D" "BnaA01g13640D"
"5548" NA "BnaA03g18030D" "BnaA10g13270D" "BnaA04g17620D"
"5549" NA "BnaA04g04120D" "BnaA01g01190D" "BnaC03g73010D"
"5550" NA "BnaA08g14070D" "BnaA10g26490D" "BnaC08g36920D"
"5551" NA "BnaA05g06100D" "BnaA09g49950D" "BnaC08g49740D"
"5552" NA "BnaC06g36140D" "BnaA01g27040D" "BnaAnng15800D"
"5553" NA "BnaA08g27960D" "BnaA01g13090D" "BnaA09g45590D"
"5554" NA "BnaA05g30620D" "BnaA06g08870D" "BnaC02g09350D"
"5555" NA "BnaA10g30550D" "BnaC06g37760D" "BnaC05g10650D"
"5556" NA "BnaA01g12510D" "BnaC03g30030D" "BnaA06g37770D"
"5557" NA "BnaCnng18510D" "BnaA01g18400D" "BnaC04g34440D"
"5558" NA "BnaA02g33690D" "BnaA10g22400D" "BnaC02g05030D"
"5559" NA "BnaC04g56810D" "BnaA02g00920D" "BnaA10g05790D"
"5560" NA "BnaC09g06330D" "BnaA09g46830D" "BnaA06g06350D"
"5561" NA "BnaC06g40440D" "BnaA01g11290D" "BnaA06g10700D"
"5562" NA "BnaC03g38070D" "BnaA05g11820D" "BnaA06g08120D"
"5563" NA "BnaA07g08810D" "BnaAnng29280D" "BnaC04g45080D"
"5564" NA "BnaCnng48830D" "BnaC05g48480D" "BnaA03g50630D"
"5565" NA "BnaC07g50730D" "BnaC03g25220D" "BnaA10g29150D"
"5566" NA "BnaA09g10180D" "BnaA02g11420D" "BnaC04g01610D"
"5567" NA "BnaA05g20940D" "BnaC02g14990D" "BnaAnng28890D"
"5568" NA "BnaC08g26940D" "BnaCnng34980D" "BnaA10g16320D"
"5569" NA "BnaC02g42810D" "BnaA06g12900D" "BnaCnng73700D"
"5570" NA "BnaA01g14120D" "BnaC09g22120D" "BnaC09g02050D"
"5571" NA "BnaCnng02640D" "BnaA08g04550D" NA
"5572" NA "BnaAnng00850D" "BnaA09g35350D" NA
"5573" NA "BnaCnng03940D" "BnaC09g25790D" NA
"5574" NA "BnaA03g41250D" "BnaA07g25870D" NA
"5575" NA "BnaAnng08820D" "BnaA03g35990D" NA
"5576" NA "BnaA03g09300D" "BnaA02g19700D" NA
"5577" NA "BnaC02g02740D" "BnaUnng03830D" NA
"5578" NA "BnaA02g17710D" "BnaC08g26180D" NA
"5579" NA "BnaA06g09000D" "BnaC04g11030D" NA
"5580" NA "BnaC06g23480D" "BnaA09g36940D" NA
"5581" NA "BnaA09g10990D" "BnaC04g40980D" NA
"5582" NA "BnaC06g28850D" "BnaA01g26220D" NA
"5583" NA "BnaA07g06420D" "BnaC04g55930D" NA
"5584" NA "BnaA10g15790D" "BnaA04g11970D" NA
"5585" NA "BnaA06g07000D" "BnaA03g28170D" NA
"5586" NA "BnaA02g13650D" "BnaA03g01080D" NA
"5587" NA "BnaC02g16410D" "BnaC07g39640D" NA
"5588" NA "BnaC01g43160D" "BnaC01g02600D" NA
"5589" NA "BnaC02g12180D" "BnaA04g04100D" NA
"5590" NA "BnaC03g62300D" "BnaA02g08010D" NA
"5591" NA "BnaA06g15520D" "BnaA04g24710D" NA
"5592" NA "BnaA04g26420D" "BnaC03g35800D" NA
"5593" NA "BnaA05g34630D" "BnaA08g13720D" NA
"5594" NA "BnaA07g18730D" "BnaC01g00300D" NA
"5595" NA "BnaA01g35330D" "BnaC03g63120D" NA
"5596" NA "BnaA06g23730D" "BnaC03g02160D" NA
"5597" NA "BnaC01g34600D" "BnaA06g00310D" NA
"5598" NA "BnaC05g02220D" "BnaA09g15080D" NA
"5599" NA "BnaA10g25360D" "BnaCnng45310D" NA
"5600" NA "BnaA06g23940D" "BnaA02g01890D" NA
"5601" NA "BnaC06g07260D" "BnaCnng62770D" NA
"5602" NA "BnaA01g30790D" "BnaC08g05060D" NA
"5603" NA "BnaA05g04000D" "BnaC08g35110D" NA
"5604" NA "BnaA08g09040D" "BnaA06g34480D" NA
"5605" NA "BnaA02g13610D" "BnaA02g05440D" NA
"5606" NA "BnaCnng67180D" "BnaC01g16090D" NA
"5607" NA "BnaA04g28670D" "BnaC09g39200D" NA
"5608" NA "BnaA09g03260D" "BnaC04g08430D" NA
"5609" NA "BnaAnng13960D" "BnaC08g02490D" NA
