"","logFC","logCPM","LR","PValue","FDR"
"BnaA07g30390D",7.92591191956956,3.84131982363217,130.479758886081,3.21796924285072e-30,8.58640218912926e-28
"BnaC08g44900D",-10.0873684665494,3.43885675325391,130.449499234563,3.2674000338776e-30,8.67534947911177e-28
"BnaC08g50140D",-10.6138555528983,4.19226084773035,130.275588913369,3.56657908411411e-30,9.42328657130718e-28
"BnaC02g47920D",8.58036982829192,5.44772017817781,130.237291594414,3.63605894749424e-30,9.55999713224351e-28
"BnaC03g00320D",6.4326580388211,3.81797181316802,130.018893049426,4.05895844608038e-30,1.06200874410333e-27
"BnaA04g11070D",-8.49570582871091,2.63250650487757,129.799586540289,4.53312347030325e-30,1.18034213490761e-27
"BnaCnng03280D",8.18549672549991,3.56637252017211,129.445896211035,5.41731551379288e-30,1.4037879272977e-27
"BnaC03g01750D",8.82905647502283,5.93945019119485,129.382121468759,5.59420086161552e-30,1.44268819253691e-27
"BnaA09g01220D",8.75240603761149,4.78872318602033,129.103336974977,6.43778926874212e-30,1.6523352561711e-27
"BnaC04g35900D",7.51651070790946,2.90286651216581,128.850109474852,7.31382187434059e-30,1.85056869196524e-27
"BnaC08g44370D",-6.77090210021551,2.97307249306374,128.846151103291,7.32842250587273e-30,1.85056869196524e-27
"BnaC09g50470D",9.01310438989479,4.24226925169293,128.845520180877,7.33075238351247e-30,1.85056869196524e-27
"BnaC04g54820D",-10.0963832749327,2.96142599669537,128.840996906677,7.34747769124774e-30,1.85056869196524e-27
"BnaCnng05840D",5.24880774333166,6.59965992522072,128.809653137645,7.46442797551031e-30,1.87128001605596e-27
"BnaC02g40770D",10.1380284414452,3.26774913644251,128.770367096523,7.61364520659324e-30,1.89985121754708e-27
"BnaC02g01270D",-8.31975354068432,3.45042428430707,128.634639388287,8.15250558096511e-30,2.02493962354119e-27
"BnaC09g02700D",5.4862408482298,4.07198671294398,128.615152872687,8.23294004443113e-30,2.03553777731557e-27
"BnaC08g44330D",-5.52799845050712,3.61108271430518,128.475654580463,8.83240022511198e-30,2.17377872024343e-27
"BnaC01g00760D",-5.15938673348162,4.66448219663365,128.20429658302,1.01264126049141e-29,2.48092505905576e-27
"BnaC02g03460D",-10.2931368252438,3.41575088788842,128.097229323517,1.06876857070339e-29,2.60658629829603e-27
"BnaC02g05210D",-10.258670626565,3.53584935752835,127.731321650477,1.28514262354391e-29,3.12017577776546e-27
"BnaC02g42110D",-6.34332916269018,3.48503615383727,127.647025805207,1.34090227851537e-29,3.24095479415696e-27
"BnaA05g16860D",-7.72997926780487,3.811285557008,127.447376517621,1.48280891556005e-29,3.56794275623978e-27
"BnaA09g01640D",6.45266744880054,4.48232351969976,127.176025264854,1.70005976872685e-29,4.07251206553816e-27
"BnaCnng03150D",7.49388007412551,3.46701489917902,127.022379981469,1.83690359184933e-29,4.38085250872066e-27
"BnaA01g07750D",-4.6995852896359,5.91758331350765,126.915994925851,1.93805799560007e-29,4.59502279302264e-27
"BnaC08g43770D",-9.16549176173362,4.95949084963261,126.910168361652,1.94375627898321e-29,4.59502279302264e-27
"BnaCnng05240D",-7.49908317628461,3.7138830052333,126.833986284132,2.01982129861853e-29,4.75398900324192e-27
"BnaCnng41690D",7.90671185453222,3.19279898075148,126.721896869809,2.13718406422834e-29,5.00835147294971e-27
"BnaA10g27500D",-7.25652880695076,3.28094751850697,125.949751716591,3.153683220424e-29,7.35845765790619e-27
"BnaC06g37920D",-6.93398097279103,3.66929396330615,125.923366735205,3.19589345593688e-29,7.42480436989405e-27
"BnaA10g23530D",4.4232231731984,3.97566069183877,125.877467963757,3.27067233721036e-29,7.56592138640778e-27
"BnaCnng42580D",-9.51258167993599,2.77160976208646,125.768566356008,3.45517294378432e-29,7.95856267081331e-27
"BnaC04g13920D",6.12401926294913,3.58688772270153,125.61910020295,3.72546266033089e-29,8.54462603953935e-27
"BnaA02g25070D",-7.47205377902748,3.30924053803004,125.547052796197,3.86320522001497e-29,8.82300415905028e-27
"BnaC09g50160D",6.8623152984627,4.55935658291262,125.112221717989,4.8096333659815e-29,1.09381615524488e-26
"BnaC02g05710D",-10.6892809172038,4.24049239011406,125.087722017306,4.86938245162088e-29,1.10275144857107e-26
"BnaC08g45770D",-6.25702155158205,3.70302475378125,124.828438223428,5.54907099437473e-29,1.25141998964771e-26
"BnaC02g05120D",-7.80544333122658,5.79289192033431,124.703635858238,5.90928084632219e-29,1.32710136806633e-26
"BnaC03g00040D",8.21791398054868,4.2484800858089,123.798107245344,9.3266508928139e-29,2.08588031731027e-26
"BnaC08g43620D",-7.4270673491815,2.60600166490209,123.628340310857,1.01597610042214e-28,2.26281387754763e-26
"BnaCnng19120D",-9.48408706282704,2.50424263775985,123.531273637677,1.06691336912902e-28,2.36648410216812e-26
"BnaC01g35930D",9.27165967439248,5.24863363153859,123.063411235452,1.3506266594263e-28,2.98350107854172e-26
"BnaC02g02850D",-9.45859913283731,2.53295212921495,123.016658106515,1.3828301924522e-28,3.04216998134616e-26
