"","logFC","logCPM","LR","PValue","FDR"
"BnaA09g00900D",7.98728262897075,5.05592033328852,157.969483264272,3.14274392367523e-36,1.16051468104446e-33
"BnaA09g01200D",5.8105205764648,4.5129726181343,157.67435893023,3.64582234224463e-36,1.33754331618271e-33
"BnaC02g06320D",-10.5631477879421,3.76124667838873,157.594179703331,3.79590461735613e-36,1.38361947787991e-33
"BnaC01g22800D",9.82335825791466,3.44889968284956,156.550979369742,6.41605019400988e-36,2.32367951193058e-33
"BnaA06g03330D",6.83283728733526,3.49619161250827,155.754813683222,9.57737172495493e-36,3.44651176889493e-33
"BnaC02g03460D",-10.6157808892016,3.34862434212568,155.405258613077,1.14191313187696e-35,4.08327899523953e-33
"BnaC03g00040D",8.56431092513749,4.42108203965135,155.364277253291,1.16570487501207e-35,4.14213798920955e-33
"BnaA09g01390D",12.1000080310658,4.90567170582784,155.308322349602,1.19899206747835e-35,4.2337908642745e-33
"BnaA06g02870D",9.91211323349346,2.71307630958639,155.13206302074,1.31018926756969e-35,4.59770641236969e-33
"BnaC08g44760D",-9.70260470998823,2.31183567031415,154.733869310971,1.6008543184104e-35,5.58302884454018e-33
"BnaCnng10600D",7.61730406222052,4.91270021947861,154.586436197951,1.7241335848695e-35,5.97607971030411e-33
"BnaC06g31560D",-4.82586339533757,4.47936562853105,154.548269643363,1.7575659103185e-35,6.05481456104722e-33
"BnaC08g43770D",-8.91092810184245,4.87429905632888,154.444627637855,1.85165912202604e-35,6.34030527734711e-33
"BnaUnng02770D",-6.66494698551654,3.30179757859087,154.393541092072,1.89987609686855e-35,6.46621685065537e-33
"BnaA02g07650D",10.5720312207083,3.07019461311523,153.438964448869,3.07141669625096e-35,1.03909521260351e-32
"BnaC08g45540D",-10.1529987014466,2.92759077076323,152.730826005084,4.38632508051142e-35,1.47511068094485e-32
"BnaC02g01270D",-8.48307432981531,3.61387439143446,152.674319925619,4.51284365621616e-35,1.50867834845503e-32
"BnaC06g20990D",-8.18896866428622,3.22348362155062,152.562298803531,4.77455309549337e-35,1.58481134983491e-32
"BnaC02g02070D",-5.33383472982107,4.28393413273227,152.553111623196,4.79667848103951e-35,1.58481134983491e-32
"BnaCnng02820D",8.46865407227428,3.3889331385894,152.50024386015,4.92600680929935e-35,1.61807867855695e-32
"BnaCnng18930D",-9.62742079053882,2.65522384009731,152.452506162119,5.04577915677173e-35,1.64784064045832e-32
"BnaA02g25070D",-7.89859235747842,3.19417995824037,152.035781117702,6.22308521105342e-35,2.01208835667736e-32
"BnaA09g00390D",6.24159876084781,4.09503430217393,152.03282411478,6.23235269245882e-35,2.01208835667736e-32
"BnaCnng64520D",-9.87170652043146,3.99298308072,151.77041898664,7.11218267756499e-35,2.28309145975606e-32
"BnaA09g38100D",-10.5817578976627,3.30057339658336,151.466246372956,8.28863883421833e-35,2.64571478449529e-32
"BnaC02g47920D",8.72283380687085,5.32753817250228,151.390875454871,8.60907521041876e-35,2.73255916425977e-32
"BnaA05g16860D",-7.05974045741999,3.85763892526926,151.182854019049,9.55922184015846e-35,3.01718947220823e-32
"BnaA04g06860D",-7.40109403332278,3.61517245078258,151.075780592451,1.00884655245924e-34,3.16654514004679e-32
"BnaC02g05260D",-9.85155924881469,2.47080136812044,150.986232906451,1.05535177445281e-34,3.29421351121741e-32
"BnaC02g03380D",-9.98485156017607,3.14272179949219,150.218839418434,1.55284056721595e-34,4.8204607893718e-32
"BnaC09g01740D",6.8089392882283,3.62845933486373,150.012148972069,1.72307529808839e-34,5.31968897220754e-32
"BnaC05g46160D",-10.4593434318424,3.60990603537402,149.970673861462,1.75942084044707e-34,5.402378187151e-32
"BnaC03g03130D",6.97084065712644,3.61169144779856,149.288810878382,2.47976847329893e-34,7.57307887591584e-32
"BnaC08g46750D",10.2528964785756,3.29636828158631,149.228388423488,2.55633913280632e-34,7.7649488346931e-32
"BnaA09g01470D",7.30692998682331,4.86614285561427,149.050286545782,2.79607457288232e-34,8.44773375501099e-32
"BnaA09g01640D",7.28771048312767,4.66467881986304,148.755347248155,3.24353454146869e-34,9.74751141084563e-32
"BnaC08g44450D",-6.93757046053455,2.93829243560955,148.621779141067,3.46908545880032e-34,1.03701793783757e-31
"BnaC03g28370D",6.97265207199769,3.13685923914197,148.455890309018,3.7711746968915e-34,1.12138856855251e-31
"BnaCnng03760D",8.17936558733449,4.63137951802375,148.276213696332,4.12812152796759e-34,1.22110267061316e-31
"BnaC09g50160D",7.14297607646858,4.65861186558034,148.197897583745,4.29409675962436e-34,1.26358270169405e-31
"BnaC02g05210D",-10.4943340455591,3.4265658128891,148.057781387109,4.60787182782471e-34,1.34888882139088e-31
"BnaC02g05710D",-11.1003508730345,4.19472834665191,147.652429244413,5.65078803335244e-34,1.64566093973374e-31
"BnaC03g03560D",5.35705475384607,3.87132120487073,147.515673338942,6.05346116882671e-34,1.75388948264806e-31
"BnaA07g30390D",8.57477406855579,3.92314490234371,147.212660444609,7.05087171648778e-34,2.03244974611289e-31
"BnaC02g05880D",-8.68930012347547,3.13084090715701,146.822113661745,8.58258713381271e-34,2.46141628368604e-31
"BnaCnng11360D",6.770387018079,4.40724823420944,146.734765800726,8.96836115529123e-34,2.55906297248305e-31
"BnaCnng05240D",-7.25249154420101,3.49531032062823,146.398397097698,1.06229807908964e-33,3.01596567198021e-31
"BnaC02g26350D",-8.73545886368484,3.46913655897734,146.263142697128,1.13714166548452e-33,3.21231149082721e-31
"BnaC08g45000D",-6.28450071425036,2.66688724215398,146.036011305787,1.27487771303883e-33,3.58348462842128e-31
"BnaA09g01290D",6.19912208097071,2.955432337201,146.022472875578,1.28359562106991e-33,3.59012799005978e-31
"BnaAnng00510D",-7.35927375559476,2.7779834405657,145.939114588987,1.33860240618452e-33,3.71453380775009e-31
"BnaC02g06980D",-7.7993456043458,2.83588712140185,145.935227365217,1.34122428542783e-33,3.71453380775009e-31
"BnaCnng19120D",-9.78157412455751,2.45214998954296,145.087166751399,2.05543702289527e-33,5.66478443509937e-31
"BnaC08g44380D",-9.47804964314261,3.90564904104578,144.522019870626,2.73187251523273e-33,7.49249191095238e-31
"BnaC04g13920D",6.0452287240058,3.529395826039,144.32331419133,3.01928133711938e-33,8.2407418833126e-31
"BnaC06g37920D",-6.91822564551956,3.39233593601874,144.191726064208,3.22606417244703e-33,8.76279680840926e-31
"BnaA08g09570D",6.35801667145272,3.26509186261159,143.919265823668,3.70034468986608e-33,1.00029700616294e-30
"BnaC03g03400D",4.84037914373143,4.33304416533478,143.051150852596,5.72858070155813e-33,1.54120644036491e-30
"BnaC03g00310D",8.14366350330334,3.81734419454118,142.959880872179,5.99794909448618e-33,1.606029042371e-30
"BnaC08g20420D",6.74886859568397,3.89400107919057,142.944236724035,6.04537577678715e-33,1.61109264451378e-30
"BnaA01g05300D",9.82541990700005,2.78502523758596,142.289919286994,8.40406264419116e-33,2.22916775244841e-30
"BnaC08g45490D",-9.63991122824417,2.51881549448832,141.880035726545,1.03302840819127e-32,2.72729154233599e-30
"BnaA09g00810D",6.99770751495457,2.47688004149755,141.672619359556,1.1467414432607e-32,3.01149736696145e-30
"BnaCnng42830D",7.88613578440682,3.81207489941454,141.664672485359,1.15133886378929e-32,3.01149736696145e-30
"BnaC03g02860D",5.84230178154869,3.19425664131398,141.34026236283,1.35562310450733e-32,3.52949281836198e-30
"BnaC03g01750D",8.25545161622843,5.84107064517395,141.315918363718,1.37234115266605e-32,3.55662983684983e-30
"BnaA03g43580D",-6.55157140901406,3.63066738167683,141.090137991699,1.53756021453961e-32,3.96662452059629e-30
"BnaC08g44970D",-4.46420866338464,3.52496763849392,141.074422340038,1.54977482082811e-32,3.97996262850666e-30
"BnaC02g06690D",-6.33507120787264,4.19979852898451,140.907236645762,1.68587928659225e-32,4.30990081148818e-30
"BnaC09g50570D",5.33590951412733,4.97278879572863,140.838790008945,1.74499236910854e-32,4.44092697612137e-30
"BnaC04g35900D",7.20880631239049,2.78994498185788,140.593729405897,1.97415268851567e-32,5.00159993702951e-30
"BnaA10g27670D",-8.72113908422008,3.74792202997641,140.580537243976,1.98730935710477e-32,5.01245553829042e-30
"BnaCnng10510D",6.30658156998539,2.6307493773277,140.352572455458,2.22902513213542e-32,5.59713164068386e-30
"BnaC09g50470D",8.19397560719588,4.168672351932,140.269326377759,2.32444181722541e-32,5.81089884024784e-30
"BnaCnng03150D",7.59786006606796,3.17405199521216,140.230824268057,2.36994407481022e-32,5.89855067571049e-30
"BnaC09g03380D",7.49637675196331,4.17954480068442,140.118332928334,2.50805549844365e-32,6.2149175241697e-30
"BnaC04g00920D",-6.73603316143257,6.66103260672716,140.031223589974,2.62051030051782e-32,6.46522231260504e-30
"BnaC01g00760D",-5.48967119978746,4.82022605844147,139.93475484629,2.75094161633802e-32,6.7575086712985e-30
"BnaA09g00960D",7.90515744207345,2.49803249549512,139.918308906708,2.77381653874146e-32,6.78420289202661e-30
"BnaA10g27720D",-7.75174872684485,2.63223881017777,139.438912189709,3.53111921460916e-32,8.59918850805984e-30
"BnaC01g01780D",-7.94036932221419,6.54137985181356,139.199738979169,3.98305035052982e-32,9.65812784138343e-30
"BnaC08g44880D",-6.10869075705599,2.81081269054204,138.962441797971,4.48858621098928e-32,1.0837442040533e-29
"BnaCnng05860D",6.55935528488249,3.03298427126733,138.929797298631,4.56297975650138e-32,1.09701800120347e-29
"BnaCnng03090D",8.51821483410979,4.21156036407082,138.471544520587,5.74730586665689e-32,1.37589528328128e-29
"BnaC08g41460D",-9.69348908244001,2.21178436418817,138.014699324365,7.23393422847951e-32,1.72448445586766e-29
"BnaC02g05120D",-7.60904647759428,5.65426871356238,137.920844973518,7.58403657410707e-32,1.80034831245337e-29
"BnaC04g50590D",-7.72695367610139,6.5452780940248,137.879608627215,7.74317013567102e-32,1.83043358295038e-29
"BnaC04g17000D",-10.1332599328641,2.71085320868799,137.8230344113,7.96694108519156e-32,1.8754843226298e-29
"BnaC08g44480D",-6.94053676813783,4.4092603228084,137.746895041316,8.27834215883787e-32,1.94070446178432e-29
"BnaCnng20200D",-7.03511857500663,3.69425826732184,137.551638364731,9.13369542467125e-32,2.13237819877304e-29
"BnaCnng42580D",-7.92765992625039,2.67607090831603,137.387370463679,9.92139362407813e-32,2.30674443198834e-29
"BnaC04g54820D",-8.16235875755825,2.7446393072169,137.326837505002,1.02284916818076e-31,2.36839886491297e-29
"BnaC06g25090D",6.97837169209049,2.43471638500996,137.03391029506,1.18543320930101e-31,2.72568752431678e-29
"BnaCnng03190D",8.66201033892992,5.27231211205919,137.031619541982,1.18680153453561e-31,2.72568752431678e-29
